"depthclass","hind","simulation","varname","year","month","date","unit","value_dc_610","value_dc_620","value_dc_630","value_610","value_620","value_630","value_dc_610_to_630"
"Bottom","yes","ssp126","temp",2057,6,2057-06-15,"Celsius",5.8646490084472,6.04620564134205,7.83766804271177,5.17607334997034,5.35959381252894,6.5897286249185,6.80725647486947
"Bottom","yes","ssp126","temp",2057,7,2057-07-16,"Celsius",6.42228821950884,6.47422277380304,8.8781632449147,5.60018767005001,5.71490287382564,7.59341995733271,7.54569367251849
"Bottom","yes","ssp126","temp",2057,8,2057-08-16,"Celsius",6.96057820920513,7.03390027448581,9.56958911075987,5.97465531010151,6.13166274702207,8.32893211171848,8.15923525390803
"Bottom","yes","ssp126","temp",2057,9,2057-09-15,"Celsius",7.44641762931353,7.79117079558095,9.79533251972527,6.21373097069882,6.57638768813014,8.57579306152402,8.60546897867392
"Bottom","yes","ssp126","temp",2057,10,2057-10-16,"Celsius",8.00279192985762,8.49638089098116,9.42250930113717,6.40210603185539,6.96866675836889,8.03233276760715,8.78508477392191
"Bottom","yes","ssp126","temp",2057,11,2057-11-15,"Celsius",7.53711549663971,8.13455923111308,8.21749934210915,6.36445301588497,6.98156616848933,6.98041304057644,8.01545763056201
"Bottom","yes","ssp126","temp",2057,12,2057-12-16,"Celsius",6.88377693052409,7.05992988201459,6.9680291265252,5.84050773648887,6.11797846788967,5.50057089834518,6.97229362532408
"Bottom","yes","ssp126","temp",2058,1,2058-01-16,"Celsius",5.67228162687203,5.69439558430979,5.90230723437068,5.08028936920137,5.15427426976882,4.78913639050951,5.78244752390986
"Bottom","yes","ssp126","temp",2058,2,2058-02-14,"Celsius",5.38723392845172,5.92457424278159,5.87572757585615,4.70012024855551,5.01447872754637,4.73382786254931,5.76173533743273
"Bottom","yes","ssp126","temp",2058,3,2058-03-16,"Celsius",5.16279474766575,5.56332775935435,5.35322252258305,4.58781570659784,4.95354353451109,4.5699951979436,5.3635462203876
"Bottom","yes","ssp126","temp",2058,4,2058-04-15,"Celsius",5.16216411279764,5.45043591574744,5.68852244023726,4.89805742624023,5.16506190590272,5.08978001580535,5.48237092655796
"Bottom","yes","ssp126","temp",2058,5,2058-05-16,"Celsius",5.59923996702461,5.84730595715755,6.98575424286028,5.24659433807499,5.45592101001689,6.11412174089681,6.29617619371314
"Bottom","yes","ssp126","temp",2058,6,2058-06-15,"Celsius",6.41562082461189,6.47579110895264,8.51249813963306,5.77026105015801,5.81614498867447,7.32513954576108,7.37934415823471
"Bottom","yes","ssp126","temp",2058,7,2058-07-16,"Celsius",7.02258471115786,6.90362456576087,9.83520128022227,6.28778931706829,6.23365263901347,8.64567116937363,8.25803406447583
"Bottom","yes","ssp126","temp",2058,8,2058-08-16,"Celsius",7.48105696531456,7.48004429694613,10.5647674586577,6.61616536986105,6.68983972938438,9.38081611479529,8.87267636084855
"Bottom","yes","ssp126","temp",2058,9,2058-09-15,"Celsius",7.95002483036105,8.24031649789592,10.2944762229404,6.79727802680637,7.0776557224126,9.25303943598778,9.0914522067193
"Bottom","yes","ssp126","temp",2058,10,2058-10-16,"Celsius",8.78511924685513,9.01380451498902,10.302076200373,7.05117738431443,7.4416199438266,8.94285411271266,9.5353793021302
"Bottom","yes","ssp126","temp",2058,11,2058-11-15,"Celsius",8.26173045725937,8.61413475336343,9.23282820785393,7.02366071395967,7.42528471349062,7.88270864049871,8.80106257608617
"Bottom","yes","ssp126","temp",2058,12,2058-12-16,"Celsius",7.75313313324109,8.13237921385692,8.61419860171134,6.55375630484156,6.95469785846165,6.47707826617068,8.25049258676286
"Bottom","yes","ssp126","temp",2059,1,2059-01-16,"Celsius",6.91857527187823,7.46567146743243,7.75628659292284,6.12191257774565,6.67212430910866,6.13167438192648,7.45350092956638
"Bottom","yes","ssp126","temp",2059,2,2059-02-14,"Celsius",6.06651671866978,6.87291659657305,6.1269445933673,5.21594475429204,5.62383453284469,4.93134977980089,6.32491538275092
"Bottom","yes","ssp126","temp",2059,3,2059-03-16,"Celsius",5.52812393968958,6.15930968729093,5.5131690639952,4.86831108747061,5.40423223596683,4.72547293440684,5.70227843087958
"Bottom","yes","ssp126","temp",2059,4,2059-04-15,"Celsius",5.09524217216941,5.80311704378266,5.57514116453451,4.8339601352309,5.48869919374324,4.96053084941169,5.51474124087285
"Bottom","yes","ssp126","temp",2059,5,2059-05-16,"Celsius",5.55037777818302,6.23817845151054,6.93754666597435,5.19604102903216,5.84975281883406,6.05775890293713,6.37364225598868
"Bottom","yes","ssp126","temp",2059,6,2059-06-15,"Celsius",6.49917378827079,6.87685233111219,8.48576248381302,5.86036755263926,6.24238141073447,7.29600377757936,7.50411694682949
"Bottom","yes","ssp126","temp",2059,7,2059-07-16,"Celsius",7.14777062321061,7.18367685900611,9.49817215120967,6.43118185810163,6.57197694059335,8.27511190588246,8.21897409110316
"Bottom","yes","ssp126","temp",2059,8,2059-08-16,"Celsius",7.6548527083196,7.66947722935484,10.1154349740345,6.83037529903187,6.92684190188651,8.90588048779305,8.76968942752926
"Bottom","yes","ssp126","temp",2059,9,2059-09-15,"Celsius",8.25848169510268,8.4112881365634,10.1059688676845,7.15469764865001,7.2684682288914,8.99726956032973,9.13618710534726
"Bottom","yes","ssp126","temp",2059,10,2059-10-16,"Celsius",9.10289953787324,9.13534709663551,9.83517674628613,7.31482928396631,7.55271643902178,8.45952314683212,9.44273094419073
"Bottom","yes","ssp126","temp",2059,11,2059-11-15,"Celsius",8.50302202011863,8.81956342164183,8.86185104449685,7.24317212948617,7.61535385914326,7.55303116016508,8.75571268137273
"Bottom","yes","ssp126","temp",2059,12,2059-12-16,"Celsius",7.49334358761644,7.87443839437542,7.9700238997632,6.34061637334895,6.75345377272994,6.09495397574911,7.81773107961459
"Bottom","yes","ssp126","temp",2060,1,2060-01-16,"Celsius",5.53768893457644,5.84364922206555,5.56375213476274,4.96779993097203,5.28217339722705,4.54397557935217,5.63714477891251
"Bottom","yes","ssp126","temp",2060,2,2060-02-15,"Celsius",4.4189804240503,5.16204644235116,4.64541236389011,3.9648611009254,4.52451775508113,3.76648010124358,4.73415698526878
"Bottom","yes","ssp126","temp",2060,3,2060-03-16,"Celsius",4.2389791464206,4.79283786148193,4.08239500166273,3.87852114545977,4.37088980747755,3.33467379215745,4.32704296053018
"Bottom","yes","ssp126","temp",2060,4,2060-04-15,"Celsius",4.3784717616386,4.73751868230216,4.60263936625621,4.14744325960861,4.51085451700053,3.85192587063777,4.5825621799533
"Bottom","yes","ssp126","temp",2060,5,2060-05-16,"Celsius",5.00064306252319,5.28050348771453,5.91819221296272,4.62727999660243,4.88482725180224,4.86596056811288,5.49501281737173
"Bottom","yes","ssp126","temp",2060,6,2060-06-15,"Celsius",5.95257144680259,5.99339532667735,7.51603918616748,5.27089205014441,5.30346851712058,6.23922651388363,6.66998217410306
"Bottom","yes","ssp126","temp",2060,7,2060-07-16,"Celsius",6.79280603524811,6.47623844467906,8.81602760266179,6.02459238321448,5.71733795633627,7.52510260477258,7.6153058096902
"Bottom","yes","ssp126","temp",2060,8,2060-08-16,"Celsius",7.30953397707822,7.04391282718715,9.49412306636539,6.40475669824469,6.14418959075688,8.24916598231894,8.21947281475038
"Bottom","yes","ssp126","temp",2060,9,2060-09-15,"Celsius",7.52111117561273,7.73634138847039,9.60790106671308,6.30028096236388,6.5151954536692,8.32148298770091,8.52472317242914
"Bottom","yes","ssp126","temp",2060,10,2060-10-16,"Celsius",8.00805236989652,8.38680183074373,9.46325213765319,6.40647044666795,6.86850556897958,8.07450945972711,8.77344682015133
"Bottom","yes","ssp126","temp",2060,11,2060-11-15,"Celsius",7.71870580795116,8.19779346459079,8.665589569841,6.52965210452913,7.04007249496183,7.37861883821624,8.28341717751498
"Bottom","yes","ssp126","temp",2060,12,2060-12-16,"Celsius",7.59812209418653,7.85409687602532,7.66294437065638,6.42658012396312,6.73758342591554,5.91279446714366,7.70074642093064
"Bottom","yes","ssp126","temp",2061,1,2061-01-16,"Celsius",6.67379822471569,6.84271330183507,6.38895810615149,5.9173336213616,6.13829607536561,5.14153906474001,6.59364144430183
"Bottom","yes","ssp126","temp",2061,2,2061-02-14,"Celsius",6.70056955893096,7.39397937128875,6.27938780765136,5.69742315717279,5.95864255383885,5.05120979667273,6.70919751709658
"Bottom","yes","ssp126","temp",2061,3,2061-03-16,"Celsius",6.64128411575989,6.86586302395058,5.91298440786984,5.72298214682269,5.93853636648107,5.11411769108666,6.37691465359495
"Bottom","yes","ssp126","temp",2061,4,2061-04-15,"Celsius",6.26406205030368,6.3528290620479,6.03276211324837,5.95344631813251,5.99314157112765,5.48219658106749,6.18510065285103
"Bottom","yes","ssp126","temp",2061,5,2061-05-16,"Celsius",6.60339340865019,6.61273187997119,7.23779638508595,6.28550152713859,6.22714200932572,6.40880177542515,6.89242352190458
"Bottom","yes","ssp126","temp",2061,6,2061-06-15,"Celsius",7.19793575496153,7.1148362082244,8.51764684675364,6.61393743368463,6.49530388412164,7.33075046243769,7.76980302907282
"Bottom","yes","ssp126","temp",2061,7,2061-07-16,"Celsius",7.55221641867616,7.33513231300265,9.42478988187904,6.89444892522673,6.75494655708912,8.19442902913488,8.33523047039658
"Bottom","yes","ssp126","temp",2061,8,2061-08-16,"Celsius",7.93401958849582,7.76328066005193,10.0828301527067,7.17445920232778,7.04420067673459,8.87141783087302,8.85500318028675
"Bottom","yes","ssp126","temp",2061,9,2061-09-15,"Celsius",8.43495952462115,8.4175541380805,10.0052741796107,7.35918860443767,7.27546138555993,8.86064535374062,9.13877163263113
"Bottom","yes","ssp126","temp",2061,10,2061-10-16,"Celsius",9.47338120707031,9.22964221777941,9.98366546490053,7.62220579104,7.63890728120383,8.61323760325749,9.63385246959068
"Bottom","yes","ssp126","temp",2061,11,2061-11-15,"Celsius",8.69357515009173,8.92824783555783,9.48850703100451,7.41652500928743,7.71591213989294,8.10992357046413,9.11964724127483
"Bottom","yes","ssp126","temp",2061,12,2061-12-16,"Celsius",7.633928121736,8.22804889268753,8.99678566331375,6.45595657265957,7.02933884427853,6.70402882631712,8.41936938121695
"Bottom","yes","ssp126","temp",2062,1,2062-01-16,"Celsius",6.41463528671623,7.04032190122355,6.92244745511344,5.70073127239158,6.30763176339345,5.52785928761296,6.82317760904222
"Bottom","yes","ssp126","temp",2062,2,2062-02-14,"Celsius",6.0849250432576,7.08079574852321,6.26829339389211,5.22992341688837,5.75740693687672,5.04248670180352,6.4531203712216
"Bottom","yes","ssp126","temp",2062,3,2062-03-16,"Celsius",5.51851366951442,6.05127945823021,5.5481580678059,4.86093243705908,5.32253847753038,4.75948436763673,5.68459091729992
"Bottom","yes","ssp126","temp",2062,4,2062-04-15,"Celsius",5.2432074288852,5.61480017981839,5.65546293290162,4.97568005593179,5.31589051683002,5.05209377759686,5.53579178375547
"Bottom","yes","ssp126","temp",2062,5,2062-05-16,"Celsius",5.65483154654066,6.02346067911268,6.8795597192535,5.30410994198222,5.6334094078488,5.98996232213124,6.3132962976152
"Bottom","yes","ssp126","temp",2062,6,2062-06-15,"Celsius",6.38458785562818,6.60128662232281,8.20635404824749,5.73679398718048,5.94951803909171,6.99151229768261,7.26899570018744
"Bottom","yes","ssp126","temp",2062,7,2062-07-16,"Celsius",7.01496742702814,6.96191423212703,9.29637017482133,6.27906420008648,6.30407095422929,8.05323318590177,8.02952982765779
"Bottom","yes","ssp126","temp",2062,8,2062-08-16,"Celsius",7.46960486340229,7.36758703605279,9.7426701052281,6.6020502143511,6.54914288852117,8.51187532958725,8.4663701229148
"Bottom","yes","ssp126","temp",2062,9,2062-09-15,"Celsius",7.99539424392395,8.00454255443931,9.88956770639575,6.84984913315053,6.8145207518176,8.70365291051823,8.85299868193139
"Bottom","yes","ssp126","temp",2062,10,2062-10-16,"Celsius",8.60741548878209,8.64792876767934,9.71032332311755,6.90374239631964,7.10718971655657,8.33027577872033,9.11685199517081
"Bottom","yes","ssp126","temp",2062,11,2062-11-15,"Celsius",8.04333410307255,8.3297011734465,8.68088304096037,6.82497787447167,7.16211770772262,7.39220973685422,8.41318365468252
"Bottom","yes","ssp126","temp",2062,12,2062-12-16,"Celsius",6.96364569422585,6.96413800426381,6.16567453620825,5.90603471057423,6.04324214311087,5.02461433320202,6.6036026124985
"Bottom","yes","ssp126","temp",2063,1,2063-01-16,"Celsius",5.99912419789883,5.95915061485392,5.42370537813018,5.35345677953516,5.38114939258615,4.44256231901211,5.7279376962902
"Bottom","yes","ssp126","temp",2063,2,2063-02-14,"Celsius",5.45784894583705,5.12542105195632,4.69598395533553,4.75374291788395,4.50098417127652,3.80624252577885,5.01868470707572
"Bottom","yes","ssp126","temp",2063,3,2063-03-16,"Celsius",4.87692951897209,4.36804182150458,4.43170195743943,4.36833180563577,4.04965393325603,3.67422133307666,4.53011216845793
"Bottom","yes","ssp126","temp",2063,4,2063-04-15,"Celsius",4.71060023711113,4.61743222631244,5.11639212711399,4.46555321495364,4.40065736769627,4.43757915123231,4.86706155474544
"Bottom","yes","ssp126","temp",2063,5,2063-05-16,"Celsius",5.16731628000917,5.23678241515829,6.43052380151094,4.79972177361833,4.84077516490175,5.46496313518428,5.75740625365599
"Bottom","yes","ssp126","temp",2063,6,2063-06-15,"Celsius",6.13670651005349,5.98806838385969,7.85291006661911,5.46946988397731,5.29780719430584,6.60633895526438,6.86875647188799
"Bottom","yes","ssp126","temp",2063,7,2063-07-16,"Celsius",6.64615115660609,6.41373985048405,8.95434621134512,5.85660849941647,5.64183493871865,7.67718216510904,7.62140093435753
"Bottom","yes","ssp126","temp",2063,8,2063-08-16,"Celsius",7.10389881691219,6.92912328524633,9.60572395804977,6.15130346439352,6.00057480068541,8.3671259368737,8.18306740731934
"Bottom","yes","ssp126","temp",2063,9,2063-09-15,"Celsius",7.50277228060769,7.56152583970451,9.70533406485785,6.27903105138128,6.32009296011259,8.45368167982433,8.51379288616587
"Bottom","yes","ssp126","temp",2063,10,2063-10-16,"Celsius",8.17101361740532,8.37503356501523,9.6878971597937,6.54167405648807,6.85774873742927,8.30706037530652,8.91417118576713
"Bottom","yes","ssp126","temp",2063,11,2063-11-15,"Celsius",7.60221763547535,8.24281993448577,8.67236566523109,6.4236787197607,7.08173241875151,7.38464057290872,8.26885927172095
"Bottom","yes","ssp126","temp",2063,12,2063-12-16,"Celsius",7.0745884831597,7.83191046875284,7.86739569329524,5.99705584222178,6.72027370635973,6.0340749464187,7.64949856408535
"Bottom","yes","ssp126","temp",2064,1,2064-01-16,"Celsius",5.60870489547804,5.65089492696385,4.95811536235892,5.02715341748669,5.1169974824016,4.10541062327507,5.32713720936681
"Bottom","yes","ssp126","temp",2064,2,2064-02-15,"Celsius",5.03879490080075,5.27312518974034,4.62386013881139,4.4355273694106,4.59589121983914,3.74953444660298,4.91866537464297
"Bottom","yes","ssp126","temp",2064,3,2064-03-16,"Celsius",3.93679086161408,4.02430547991152,4.0099486498487,3.64650459739107,3.78971637781357,3.26425154547666,3.99489510181878
"Bottom","yes","ssp126","temp",2064,4,2064-04-15,"Celsius",4.23258681680664,4.36122219048313,4.82344462937726,4.00771584472802,4.16554662736473,4.1036331831269,4.53615353297687
"Bottom","yes","ssp126","temp",2064,5,2064-05-16,"Celsius",4.73449856387227,4.93216620914844,6.20821304098226,4.35192423769515,4.53385269493756,5.20504413112361,5.45635005859349
"Bottom","yes","ssp126","temp",2064,6,2064-06-15,"Celsius",5.52247831101698,5.67413550747699,7.66722752032229,4.80706423949908,4.96416829180648,6.40398732189841,6.53403096890177
"Bottom","yes","ssp126","temp",2064,7,2064-07-16,"Celsius",6.21865897687698,6.30586199021595,8.95205715890402,5.36694325739298,5.5115103435932,7.67466538090955,7.47743975450013
"Bottom","yes","ssp126","temp",2064,8,2064-08-16,"Celsius",6.82178979350567,6.87558968146805,9.56537622526536,5.8035932565514,5.93359816554603,8.32447917434516,8.07559559020899
"Bottom","yes","ssp126","temp",2064,9,2064-09-15,"Celsius",7.40722922826346,7.59513836478863,9.69239891263151,6.16832201701673,6.35760614189157,8.43613105283656,8.49255437259801
"Bottom","yes","ssp126","temp",2064,10,2064-10-16,"Celsius",8.18614443685506,8.22721773050465,9.22302380931645,6.55422760182731,6.72263706770812,7.82582681734976,8.66593785662056
"Bottom","yes","ssp126","temp",2064,11,2064-11-15,"Celsius",8.02802224594478,8.2767122441101,8.60888826465558,6.81104813986915,7.11309066289765,7.32822990522641,8.36148788684827
"Bottom","yes","ssp126","temp",2064,12,2064-12-16,"Celsius",7.68123484271987,8.11182685210348,8.44244694865329,6.49476857044569,6.93866301272063,6.37519522364347,8.14823929623533
"Bottom","yes","ssp126","temp",2065,1,2065-01-16,"Celsius",6.18268632478409,6.46253457559083,6.33909935584739,5.50687373094109,5.81251153774254,5.10543441978857,6.33349482048357
"Bottom","yes","ssp126","temp",2065,2,2065-02-14,"Celsius",5.02498763151454,5.44475447521651,5.24471542269816,4.4250425934709,4.70617133233858,4.23768818405289,5.24447702418846
"Bottom","yes","ssp126","temp",2065,3,2065-03-16,"Celsius",4.14802157875033,4.22863718229558,4.24634233869416,3.80868501370803,3.94423446854251,3.49404054454718,4.21550642060974
"Bottom","yes","ssp126","temp",2065,4,2065-04-15,"Celsius",4.25132171739848,4.11947236989109,4.59233192268809,4.02565998029841,3.94370528102389,3.84017588387344,4.36745571131906
"Bottom","yes","ssp126","temp",2065,5,2065-05-16,"Celsius",4.72365019795456,4.83577289261224,6.03603228092011,4.34070040986735,4.43672957996326,5.00373560441381,5.3481621733892
"Bottom","yes","ssp126","temp",2065,6,2065-06-15,"Celsius",5.49436457920855,5.64025684181503,7.61431371637626,4.77674538623499,4.92816301271675,6.34632334179029,6.49307081285904
"Bottom","yes","ssp126","temp",2065,7,2065-07-16,"Celsius",6.23633378483137,6.21057743726871,8.8486199457775,5.38718863151934,5.39639941393909,7.56093747369264,7.40807224142722
"Bottom","yes","ssp126","temp",2065,8,2065-08-16,"Celsius",6.8304187070961,6.75223215860054,9.59166021404192,5.81422872400915,5.77926385554864,8.35226083517964,8.05436480423703
"Bottom","yes","ssp126","temp",2065,9,2065-09-15,"Celsius",7.16704546468365,7.39252731822231,9.57935718621213,5.89001279532512,6.13148254655771,8.28275418183223,8.32052809050018
"Bottom","yes","ssp126","temp",2065,10,2065-10-16,"Celsius",7.40193234746474,8.0196696612051,9.15752065178793,5.90359251544322,6.53292690381864,7.75801841851921,8.37141119100614
"Bottom","yes","ssp126","temp",2065,11,2065-11-15,"Celsius",7.17381689989539,7.98819905173305,8.51867374094025,6.03394751339191,6.84614906976857,7.24805867150726,8.01426241808018
"Bottom","yes","ssp126","temp",2065,12,2065-12-16,"Celsius",6.73453188540952,7.39411223053628,7.69486499182146,5.71806216765413,6.37870579802343,5.93172977254394,7.35704513311752
"Bottom","yes","ssp126","temp",2066,1,2066-01-16,"Celsius",5.74733672107252,5.96439131145545,5.32572406692173,5.14301866927601,5.38564027490358,4.37161027084642,5.61924155735393
"Bottom","yes","ssp126","temp",2066,2,2066-02-14,"Celsius",4.55909601748874,4.74164757873816,4.63975862827671,4.07126017031469,4.25439116307644,3.76203479451613,4.64782637510762
"Bottom","yes","ssp126","temp",2066,3,2066-03-16,"Celsius",4.41617359360713,4.96802591390056,4.97742154166963,4.0145689211023,4.50336911960782,4.20469385815078,4.82767377047465
"Bottom","yes","ssp126","temp",2066,4,2066-04-15,"Celsius",4.65175951971748,5.11316411546197,5.63507193826465,4.40919605390043,4.85556496367172,5.02884903068049,5.22784571307857
"Bottom","yes","ssp126","temp",2066,5,2066-05-16,"Celsius",5.35063553311177,5.61242727907964,7.01556676703113,4.98938570549088,5.2192640541645,6.14897764068589,6.17717614934337
"Bottom","yes","ssp126","temp",2066,6,2066-06-15,"Celsius",6.3189391971255,6.34481570568866,8.48144259414809,5.6659961273414,5.67694806765453,7.29129608293012,7.30245552785667
"Bottom","yes","ssp126","temp",2066,7,2066-07-16,"Celsius",6.97184087360666,6.81941383286061,9.58876457723128,6.22966546200396,6.13191971955095,8.37471713218084,8.10936739292656
"Bottom","yes","ssp126","temp",2066,8,2066-08-16,"Celsius",7.4450459690133,7.4537821369113,10.2259794951808,6.57178043364982,6.65698277624687,9.02272387939942,8.70279355253774
"Bottom","yes","ssp126","temp",2066,9,2066-09-15,"Celsius",8.09802748588207,8.31535076195875,10.2215539503208,6.96877381508291,7.16139754128506,9.15409729882133,9.11882134610611
"Bottom","yes","ssp126","temp",2066,10,2066-10-16,"Celsius",9.10029146107356,9.31868683822686,10.267744916713,7.31266544806425,7.72029888169221,8.90731461412033,9.68984520069925
"Bottom","yes","ssp126","temp",2066,11,2066-11-15,"Celsius",8.30516586812272,8.83118137860824,9.01275781316621,7.06317543386784,7.62610316289595,7.68713796827693,8.77531694514744
"Bottom","yes","ssp126","temp",2066,12,2066-12-16,"Celsius",7.32124184323056,7.68978484375334,7.60810807540099,6.19941841282299,6.60938803297322,5.88026558895201,7.55635453124192
"Bottom","yes","ssp126","temp",2067,1,2067-01-16,"Celsius",5.68231366754026,6.08936358478028,6.0296479140243,5.08867391519578,5.49273210164266,4.88134869023077,5.95575660587009
"Bottom","yes","ssp126","temp",2067,2,2067-02-14,"Celsius",4.8271262429529,5.96212626534279,5.69127217362085,4.27479330933051,5.03860771731138,4.58879793958515,5.54248349579585
"Bottom","yes","ssp126","temp",2067,3,2067-03-16,"Celsius",4.68171161159544,5.52526588634547,5.40842582479204,4.21844583298887,4.92476068839236,4.62365615489192,5.251504088418
"Bottom","yes","ssp126","temp",2067,4,2067-04-15,"Celsius",4.47004951088705,5.06047082122398,5.60796906881053,4.23515568379198,4.80721104428405,4.99795307134232,5.1528990956796
"Bottom","yes","ssp126","temp",2067,5,2067-05-16,"Celsius",5.07413386619929,5.78075212231142,7.13897764805666,4.70331431676127,5.38886329288446,6.29326590280205,6.20867713361197
"Bottom","yes","ssp126","temp",2067,6,2067-06-15,"Celsius",6.04412130243038,6.67166452954159,8.95202913866931,5.36962268676146,6.02431367055036,7.80412810631102,7.53653878713402
"Bottom","yes","ssp126","temp",2067,7,2067-07-16,"Celsius",6.88163218307407,7.19381059233104,10.187640927251,6.12633711501466,6.58421925509049,9.03317410246041,8.46335543069514
"Bottom","yes","ssp126","temp",2067,8,2067-08-16,"Celsius",7.48862968372054,7.68495344539678,10.6224270572285,6.62549903618295,6.94620441070382,9.44176118005775,8.95941582361715
"Bottom","yes","ssp126","temp",2067,9,2067-09-15,"Celsius",8.05859576265015,8.39035514189565,10.3695990015006,6.9230829155855,7.2451060080471,9.35496725575553,9.19681058092671
"Bottom","yes","ssp126","temp",2067,10,2067-10-16,"Celsius",8.87381301863739,9.1078100968668,10.0173101310313,7.12476370190123,7.52754613145507,8.64806632030865,9.45702508366067
"Bottom","yes","ssp126","temp",2067,11,2067-11-15,"Celsius",8.30594489824144,8.6718295901602,8.57984853708869,7.0638841449478,7.47866581375492,7.30242307623675,8.53444469611903
"Bottom","yes","ssp126","temp",2067,12,2067-12-16,"Celsius",7.65312590419678,8.06248308960864,8.30646190970994,6.47170706804098,6.9001652658739,6.29452892868182,8.0653516563209
"Bottom","yes","ssp126","temp",2068,1,2068-01-16,"Celsius",6.42158501667013,6.67478766854299,6.4543912412987,5.70653969486256,5.99439645389659,5.18892172271159,6.50896357714575
"Bottom","yes","ssp126","temp",2068,2,2068-02-15,"Celsius",5.68536395616599,6.17724137854619,5.42918111955965,4.92651016510494,5.17682957623589,4.38272620127086,5.71070689953577
"Bottom","yes","ssp126","temp",2068,3,2068-03-16,"Celsius",4.85344304701194,5.32012797217576,4.93660847123603,4.35029917358322,4.76963293061524,4.16502107902653,5.02473884550233
"Bottom","yes","ssp126","temp",2068,4,2068-04-15,"Celsius",4.9295048259161,5.24780992450024,5.28477112054229,4.67521825156484,4.97912248062479,4.62952305382049,5.18109285513561
"Bottom","yes","ssp126","temp",2068,5,2068-05-16,"Celsius",5.55324798010611,5.78385858416425,6.66625730183555,5.19901056863473,5.39199327390947,5.74057559983691,6.12172801988026
"Bottom","yes","ssp126","temp",2068,6,2068-06-15,"Celsius",6.47229056482056,6.48887256614634,8.10173048872503,5.83137572357128,5.83004758808199,6.8774964756242,7.21253149506443
"Bottom","yes","ssp126","temp",2068,7,2068-07-16,"Celsius",6.9933731513808,6.91791981328971,9.07312539364775,6.25432932372483,6.25092237667589,7.80777837333916,7.91049544093824
"Bottom","yes","ssp126","temp",2068,8,2068-08-16,"Celsius",7.42586522877095,7.4560285106505,9.78452185316154,6.54813943452224,6.65979324562869,8.55611180664182,8.49914884681511
"Bottom","yes","ssp126","temp",2068,9,2068-09-15,"Celsius",7.96096904006286,8.19686852690154,9.92745840796359,6.80995946055003,7.02916571371016,8.75506363672276,8.91620443576754
"Bottom","yes","ssp126","temp",2068,10,2068-10-16,"Celsius",8.80673945011014,9.00626326303647,9.94473543326272,7.06911495885935,7.434726831553,8.57293751374451,9.37758802790645
"Bottom","yes","ssp126","temp",2068,11,2068-11-15,"Celsius",8.22493659778405,8.71433406062163,8.83365856223481,6.99018804678307,7.51799230335701,7.52797725541151,8.63996510984432
"Bottom","yes","ssp126","temp",2068,12,2068-12-16,"Celsius",7.60449399340572,8.00701982284131,7.24706004713783,6.43180784072821,6.85689311362315,5.66609197860853,7.55852557826091
"Bottom","yes","ssp126","temp",2069,1,2069-01-16,"Celsius",6.89454421645374,7.1348524832468,6.16399439584185,6.10182798118507,6.38863735321148,4.97863416162573,6.63366731622085
"Bottom","yes","ssp126","temp",2069,2,2069-02-14,"Celsius",5.31207981612412,5.45997106052876,4.70783517278277,4.64305074318351,4.71594872397333,3.81556066519128,5.08172617697643
"Bottom","yes","ssp126","temp",2069,3,2069-03-16,"Celsius",4.97162369305858,4.90521213718002,4.61880346077611,4.44103685906903,4.45586858622466,3.85609533904656,4.79333520287683
"Bottom","yes","ssp126","temp",2069,4,2069-04-15,"Celsius",5.07764370789367,4.98453092286686,5.12412606391991,4.81710446913081,4.73752491483306,4.44639546485122,5.07193753467738
"Bottom","yes","ssp126","temp",2069,5,2069-05-16,"Celsius",5.61661506055889,5.52948614057462,6.46990362399403,5.26457078354152,5.13569496430859,5.51100483022212,5.97679603165233
"Bottom","yes","ssp126","temp",2069,6,2069-06-15,"Celsius",6.31999061432486,6.19223777154047,7.83959512388898,5.66713001323047,5.51479259326973,6.59182870395993,6.96928664415004
"Bottom","yes","ssp126","temp",2069,7,2069-07-16,"Celsius",6.77266624144412,6.57993882930903,8.80251248480518,6.00152352377105,5.84261584567951,7.51024290367311,7.63365017988927
"Bottom","yes","ssp126","temp",2069,8,2069-08-16,"Celsius",7.21366479345111,7.08009971172685,9.51008844811158,6.28659424685581,6.18946350455287,8.26604107782047,8.21193166656975
"Bottom","yes","ssp126","temp",2069,9,2069-09-15,"Celsius",7.64498101130741,7.76917750856476,9.71941600596595,6.44381321887214,6.55184213043429,8.47278828880175,8.6169250576995
"Bottom","yes","ssp126","temp",2069,10,2069-10-16,"Celsius",8.19000360481904,8.34339547353834,9.38753460521174,6.55742942709319,6.82882981016828,7.99612721325267,8.77450287702532
"Bottom","yes","ssp126","temp",2069,11,2069-11-15,"Celsius",7.69895005678206,7.9781837199931,8.03241949027007,6.51167960332548,6.83688256591011,6.81593752768322,7.92950122787944
"Bottom","yes","ssp126","temp",2069,12,2069-12-16,"Celsius",6.77785750281686,6.82618959804622,6.32786608958418,5.75360793645661,5.93561551409104,5.12082632671669,6.58859516366372
"Bottom","yes","ssp126","temp",2070,1,2070-01-16,"Celsius",5.65150289675479,5.42990973767358,5.0566195262992,5.06292299040219,4.92762981728868,4.17674128927874,5.31947642537123
"Bottom","yes","ssp126","temp",2070,2,2070-02-14,"Celsius",5.5073511570212,5.66687169966006,5.09716485022516,4.79133323223408,4.84889238621781,4.12167505621953,5.36792367201671
