"depthclass","hind","simulation","varname","year","month","date","unit","value_dc_610","value_dc_620","value_dc_630","value_610","value_620","value_630","value_dc_610_to_630"
"Bottom","yes","ssp585","temp",2021,6,2021-06-15,"Celsius",4.93941129293648,5.2307853929661,7.4498383177195,4.17826392637204,4.49298844172903,6.16708266338257,6.15606614724624
"Bottom","yes","ssp585","temp",2021,7,2021-07-16,"Celsius",5.57365780878781,5.93825935436211,8.42047773895191,4.6281352322311,5.06741862203295,7.0902005338454,6.96313977821131
"Bottom","yes","ssp585","temp",2021,8,2021-08-16,"Celsius",6.26180305432837,6.59572853449574,8.99971486621532,5.113388090063,5.58345999797404,7.72658620772235,7.59333453217758
"Bottom","yes","ssp585","temp",2021,9,2021-09-15,"Celsius",6.81138078793029,7.35908250678315,9.32610735453157,5.4778918513649,6.09415654120878,7.93914065083013,8.10344265023585
"Bottom","yes","ssp585","temp",2021,10,2021-10-16,"Celsius",7.34833633265497,7.82179199866698,8.75235051071854,5.85912565730959,6.35205601488739,7.33858919470052,8.11777072597513
"Bottom","yes","ssp585","temp",2021,11,2021-11-15,"Celsius",6.77960533887405,7.28866758121334,7.4163112869854,5.67531940078286,6.19892027705386,6.26841865014989,7.21290126101799
"Bottom","yes","ssp585","temp",2021,12,2021-12-16,"Celsius",5.96705428868284,6.44258369781764,6.15406043620044,5.0883981756135,5.63632818598232,5.01772485165152,6.18775611332877
"Bottom","yes","ssp585","temp",2022,1,2022-01-16,"Celsius",5.34533343715931,5.65835212075914,5.19273424410557,4.80703368522923,5.12338773589254,4.27530720858259,5.36616856817615
"Bottom","yes","ssp585","temp",2022,2,2022-02-14,"Celsius",4.71991724170904,5.29881538574867,4.76626103221019,4.1933823993627,4.61239841264176,3.86149858725368,4.90675421486861
"Bottom","yes","ssp585","temp",2022,3,2022-03-16,"Celsius",4.71796641910376,5.15433805613927,4.5814335470333,4.24628184024627,4.64426060224341,3.81976951699838,4.7814077920605
"Bottom","yes","ssp585","temp",2022,4,2022-04-15,"Celsius",4.88942823043886,5.15873038058451,5.06395692969994,4.63683321402927,4.89737877589194,4.37780556416119,5.04539105683662
"Bottom","yes","ssp585","temp",2022,5,2022-05-16,"Celsius",5.49969803402586,5.60480835403869,6.29362343302106,5.14360725909005,5.21158744587543,5.30490337312505,5.8881818317335
"Bottom","yes","ssp585","temp",2022,6,2022-06-15,"Celsius",6.33329098640648,6.22447554409997,7.7851619939662,5.68147360988452,5.54905397799538,6.53250900499647,6.95744147722025
"Bottom","yes","ssp585","temp",2022,7,2022-07-16,"Celsius",6.83093100276769,6.63616422513244,8.79903275398607,6.0682621211251,5.9105403663202,7.50641698366063,7.66346052032209
"Bottom","yes","ssp585","temp",2022,8,2022-08-16,"Celsius",7.1671423522427,7.06997863553973,9.1911350605574,6.22925355102636,6.17680088557787,7.92891360031445,8.05287375327781
"Bottom","yes","ssp585","temp",2022,9,2022-09-15,"Celsius",7.58069476172122,7.62900297111023,9.24981483012413,6.36932252132813,6.39540065835935,7.8356257006849,8.34793939344837
"Bottom","yes","ssp585","temp",2022,10,2022-10-16,"Celsius",7.9916394343491,8.02652527285598,8.74793713254929,6.39285317159379,6.53919330376271,7.33402049727613,8.34301192546728
"Bottom","yes","ssp585","temp",2022,11,2022-11-15,"Celsius",7.26886791062357,7.50732873206364,7.60389691252252,6.12041875865603,6.40123253696306,6.43512097709167,7.48843708886803
"Bottom","yes","ssp585","temp",2022,12,2022-12-16,"Celsius",6.3500077689513,6.41579769747405,6.26800160793457,5.40258587070731,5.61542988783629,5.08531472947043,6.33184835695571
"Bottom","yes","ssp585","temp",2023,1,2023-01-16,"Celsius",5.15509126649398,5.22317347926932,4.57906345025342,4.64803370877676,4.75047241287651,3.83092450757295,4.91459985352781
"Bottom","yes","ssp585","temp",2023,2,2023-02-14,"Celsius",4.01220003007987,3.87308593619817,3.63529162955859,3.65596575029278,3.69629832136669,2.97226247189099,3.80220140086812
"Bottom","yes","ssp585","temp",2023,3,2023-03-16,"Celsius",2.63679338448693,2.5958295181548,3.12429616716522,2.6483820946138,2.70948567603064,2.403343631589,2.84509923084479
"Bottom","yes","ssp585","temp",2023,4,2023-04-15,"Celsius",2.8137399841021,2.73442980871236,3.67213912833421,2.6487558761468,2.67272313196256,2.7912006377005,3.17846868111652
"Bottom","yes","ssp585","temp",2023,5,2023-05-16,"Celsius",3.30129230873535,3.57821775031845,5.2092329982274,2.86911471860189,3.16965342717151,4.03706693932306,4.24185878616537
"Bottom","yes","ssp585","temp",2023,6,2023-06-15,"Celsius",4.13469721751033,4.49567165813485,6.80541449665385,3.3104315041721,3.7117305418641,5.46480764953111,5.44365129548447
"Bottom","yes","ssp585","temp",2023,7,2023-07-16,"Celsius",5.06269539380451,5.25725444422937,8.13163310094966,4.04286011735941,4.24471330538207,6.77261950862344,6.50369972015064
"Bottom","yes","ssp585","temp",2023,8,2023-08-16,"Celsius",5.7233994977486,5.89729335675421,8.69318815600058,4.4497850251886,4.70963804752502,7.40259348453687,7.113727557986
"Bottom","yes","ssp585","temp",2023,9,2023-09-15,"Celsius",6.11399630019189,6.63803154157586,9.06914341741491,4.66980836100112,5.28942925987444,7.59048776057183,7.59806989027895
"Bottom","yes","ssp585","temp",2023,10,2023-10-16,"Celsius",6.22327387868324,7.21071353177568,8.64955746585499,4.92569818681946,5.79349723621736,7.23217857197476,7.60144850396966
"Bottom","yes","ssp585","temp",2023,11,2023-11-15,"Celsius",6.18260373906293,6.86618108871985,6.69581853235142,5.13220606232535,5.80802232035196,5.62813601442945,6.61017678952074
"Bottom","yes","ssp585","temp",2023,12,2023-12-16,"Celsius",5.55009514404867,5.69794997541778,4.54127748080705,4.74631110929658,5.05536882882981,4.06102235996733,5.13711694614415
"Bottom","yes","ssp585","temp",2024,1,2024-01-16,"Celsius",4.35916308789123,3.67515758972566,2.74825782818767,3.98281547029102,3.42393937461244,2.50516751293061,3.43599735751095
"Bottom","yes","ssp585","temp",2024,2,2024-02-15,"Celsius",3.47453007378121,2.36354776078394,2.43878009402533,3.24767726801265,2.72634707239995,2.0314931925898,2.68859879218968
"Bottom","yes","ssp585","temp",2024,3,2024-03-16,"Celsius",2.31304341852006,1.43190614934445,2.33510215515905,2.39981074583009,1.82931282666373,1.63619919986986,2.07045658886191
"Bottom","yes","ssp585","temp",2024,4,2024-04-15,"Celsius",2.23424339779594,1.89254793119178,2.90135916405946,2.09371875405067,1.90017153828716,1.91254878590244,2.43742907383999
"Bottom","yes","ssp585","temp",2024,5,2024-05-16,"Celsius",2.80653716350234,2.8658219678564,4.51129611998073,2.35723609935753,2.45186406195877,3.22106029232278,3.59301430849887
"Bottom","yes","ssp585","temp",2024,6,2024-06-15,"Celsius",3.6564808283078,3.86020103158832,6.08941973492976,2.79470585695068,3.03637049402666,4.68453663103298,4.81303692127482
"Bottom","yes","ssp585","temp",2024,7,2024-07-16,"Celsius",4.40807919992832,4.74180937261499,7.41039055845724,3.29303868855574,3.62201676597535,5.97962245781217,5.85889802988496
"Bottom","yes","ssp585","temp",2024,8,2024-08-16,"Celsius",5.16100056078134,5.47693020802932,8.31758869942885,3.75660673226571,4.18371587432714,7.00559222263571,6.6763542375086
"Bottom","yes","ssp585","temp",2024,9,2024-09-15,"Celsius",5.69418790934308,6.23650683186622,8.80775634202424,4.18336188029252,4.84130852552343,7.23583348365769,7.25500921434795
"Bottom","yes","ssp585","temp",2024,10,2024-10-16,"Celsius",5.85062319585022,6.82126686213784,8.37407981724795,4.61652212017064,5.43752191072987,6.94700608609096,7.26784537983264
"Bottom","yes","ssp585","temp",2024,11,2024-11-15,"Celsius",6.06661458401362,6.8363399142022,7.48008196240174,5.02668665124902,5.78041231541266,6.32508994333727,6.92523004522488
"Bottom","yes","ssp585","temp",2024,12,2024-12-16,"Celsius",5.55831268921612,6.05270678120873,5.73836096604217,4.75305305501197,5.33214824351111,4.77113201808874,5.7812807300915
"Bottom","yes","ssp585","temp",2025,1,2025-01-16,"Celsius",4.92222816277078,5.24741654618861,4.97563086274504,4.4534121489031,4.77124689551232,4.11809427296004,5.03953535502743
"Bottom","yes","ssp585","temp",2025,2,2025-02-14,"Celsius",4.42637890582784,4.35992373601403,3.97461336269234,3.97047925916679,4.00911514154816,3.23905761163797,4.20341648171423
"Bottom","yes","ssp585","temp",2025,3,2025-03-16,"Celsius",4.00353038961647,4.1040627885369,3.91695593432012,3.69774640816068,3.8500298137938,3.17385698745557,3.99326653654338
"Bottom","yes","ssp585","temp",2025,4,2025-04-15,"Celsius",4.28276428773437,4.22467599434305,4.41810670994288,4.05577541870294,4.04024522314754,3.64156757423409,4.32720572436707
"Bottom","yes","ssp585","temp",2025,5,2025-05-16,"Celsius",4.76244235652617,4.76116274137924,5.69303965168888,4.38083516492441,4.36155455168491,4.60271901674202,5.18212390261802
"Bottom","yes","ssp585","temp",2025,6,2025-06-15,"Celsius",5.44859187918746,5.44949702613474,7.08001183426209,4.72738247045786,4.72542892421381,5.76405612975257,6.18523338774075
"Bottom","yes","ssp585","temp",2025,7,2025-07-16,"Celsius",5.98021215634693,5.9035186922139,8.16415255531122,5.09381751235932,5.02544928080202,6.80837423728045,6.94400693512649
"Bottom","yes","ssp585","temp",2025,8,2025-08-16,"Celsius",6.43267348206899,6.38951061043517,8.62801211457936,5.32399245580195,5.32545788931329,7.3337036865427,7.41122337282561
"Bottom","yes","ssp585","temp",2025,9,2025-09-15,"Celsius",6.76617184065408,6.96909103937211,8.96071559216102,5.42550668284888,5.65890745555912,7.44337110644761,7.81489275822389
"Bottom","yes","ssp585","temp",2025,10,2025-10-16,"Celsius",7.00186099537108,7.46574441950717,8.41612240284323,5.57166641757903,6.02660926501967,6.99052826913489,7.7731772218995
"Bottom","yes","ssp585","temp",2025,11,2025-11-15,"Celsius",6.52308581970145,7.19115472979171,7.37405916479603,5.44195457817363,6.10869828167616,6.23087031953006,7.09866972743654
"Bottom","yes","ssp585","temp",2025,12,2025-12-16,"Celsius",5.96578947268816,6.69482635782433,6.39607181018382,5.0873604787585,5.83312659732963,5.16128594505937,6.36895809161989
"Bottom","yes","ssp585","temp",2026,1,2026-01-16,"Celsius",5.33474998650019,5.69337440249767,5.17448545167245,4.79818828360402,5.15339919385971,4.26209255383148,5.36519627666558
"Bottom","yes","ssp585","temp",2026,2,2026-02-14,"Celsius",5.14205178123766,5.6199866508721,5.05208386465666,4.51393717175252,4.81876647594246,4.08622967600883,5.23842388577825
"Bottom","yes","ssp585","temp",2026,3,2026-03-16,"Celsius",5.00692254783077,5.31531869963819,4.81792021085024,4.46813889725779,4.76599610088383,4.04964889337863,5.01000134372744
"Bottom","yes","ssp585","temp",2026,4,2026-04-15,"Celsius",4.9977195088845,5.1245901587703,5.19668006292857,4.74055372068438,4.86605005451754,4.52910351194517,5.12388783453217
"Bottom","yes","ssp585","temp",2026,5,2026-05-16,"Celsius",5.60185669536782,5.55392962834193,6.48993255381306,5.24930163137788,5.16032351489805,5.53442204798784,5.98897545999458
"Bottom","yes","ssp585","temp",2026,6,2026-06-15,"Celsius",6.27744419382347,6.18775016109195,7.91060064019543,5.62124643260575,5.51002328894538,6.66920852499942,6.98890279399436
"Bottom","yes","ssp585","temp",2026,7,2026-07-16,"Celsius",6.68987994019426,6.58761407751539,8.75213476776667,5.90669705404842,5.85188812464848,7.45485324113311,7.5914195720849
"Bottom","yes","ssp585","temp",2026,8,2026-08-16,"Celsius",7.16878509965685,7.11352202058912,9.50545574016682,6.23127830031622,6.23127861932554,8.26114439634794,8.20766066501568
"Bottom","yes","ssp585","temp",2026,9,2026-09-15,"Celsius",7.68469297775924,7.88136496565886,9.84177240789313,6.48982884586676,6.67704868545387,8.63880346451938,8.71471292050275
"Bottom","yes","ssp585","temp",2026,10,2026-10-16,"Celsius",8.40025642033644,8.55263246758422,9.41193263718104,6.73186930201658,7.02008374264836,8.02138388094437,8.90057435530445
"Bottom","yes","ssp585","temp",2026,11,2026-11-15,"Celsius",7.86039174789452,8.13043001583938,7.9014401155078,6.65854878400113,6.97774568702554,6.69953966141959,7.95631587709229
"Bottom","yes","ssp585","temp",2026,12,2026-12-16,"Celsius",7.37574490281608,7.79734545963851,7.57164709787839,6.24413452469833,6.69330626603173,5.85863694516677,7.58500558074321
"Bottom","yes","ssp585","temp",2027,1,2027-01-16,"Celsius",5.53520731870758,5.37104460913816,4.50298489606908,4.96572585421327,4.87718683519053,3.77583309091106,5.02223715484663
"Bottom","yes","ssp585","temp",2027,2,2027-02-14,"Celsius",4.90824597562708,4.42951435104011,3.87666710154744,4.3363929061622,4.0538304757214,3.16204637457834,4.30540739760753
"Bottom","yes","ssp585","temp",2027,3,2027-03-16,"Celsius",3.7692133709041,3.45961015840698,3.70951613531538,3.51784060582225,3.36268698440872,2.97221292490257,3.65353186367249
"Bottom","yes","ssp585","temp",2027,4,2027-04-15,"Celsius",3.45038370239093,3.57989453645828,4.33765927041508,3.25852805694948,3.44856252256696,3.5498613870085,3.88799688153174
"Bottom","yes","ssp585","temp",2027,5,2027-05-16,"Celsius",3.98657258467101,4.42881736529632,5.7216930106827,3.5781125427198,4.02669297276665,4.63621965573473,4.89651465908939
"Bottom","yes","ssp585","temp",2027,6,2027-06-15,"Celsius",4.90129922908694,5.32354961138692,7.24381330465794,4.13716251445991,4.59157560590806,5.94256238003505,6.07967296181346
"Bottom","yes","ssp585","temp",2027,7,2027-07-16,"Celsius",5.65316825895417,5.84975243437788,8.45314833371552,4.71920942181926,4.9604955844043,7.12612143946234,6.97335227325572
"Bottom","yes","ssp585","temp",2027,8,2027-08-16,"Celsius",6.25256697096263,6.4367626742172,9.18818411719881,5.10200426253431,5.38457560252795,7.9257945110382,7.63042348840717
"Bottom","yes","ssp585","temp",2027,9,2027-09-15,"Celsius",6.67099685047124,7.11633030908291,9.27803563761598,5.31522413482189,5.82323350591808,7.87391615578867,7.97538627133236
"Bottom","yes","ssp585","temp",2027,10,2027-10-16,"Celsius",6.94387371863465,7.59491877399756,8.52519758368021,5.5235562732456,6.1446816134804,7.10344211395966,7.84424032493766
"Bottom","yes","ssp585","temp",2027,11,2027-11-15,"Celsius",6.79871208313754,7.22765089020672,6.82583197368204,5.69270147759351,6.14246569149201,5.74367548149397,6.93389188145476
"Bottom","yes","ssp585","temp",2027,12,2027-12-16,"Celsius",6.2278222516058,6.511784897082,6.05277389146021,5.30234083300269,5.69031860171213,4.95764169576064,6.23019661246925
"Bottom","yes","ssp585","temp",2028,1,2028-01-16,"Celsius",5.37488223646377,5.78728983374223,5.28466195854439,4.831729883644,5.23387764578662,4.34187561374252,5.452359597582
"Bottom","yes","ssp585","temp",2028,2,2028-02-15,"Celsius",5.3980423754274,6.15775408362828,5.28680619286389,4.70832781968685,5.16430804723287,4.27078247720268,5.56557484533424
"Bottom","yes","ssp585","temp",2028,3,2028-03-16,"Celsius",5.67154706691024,5.97738003072428,5.43240365628296,4.97842964786504,5.26665484170222,4.64696406097473,5.65125880097491
"Bottom","yes","ssp585","temp",2028,4,2028-04-15,"Celsius",5.35307665304471,5.54457523420063,5.29311376980364,5.08091190617122,5.25144870485926,4.63903327017554,5.38089650068658
"Bottom","yes","ssp585","temp",2028,5,2028-05-16,"Celsius",5.76299748700657,5.90647955392248,6.55315783246197,5.41601950530548,5.51554261293046,5.60834312773586,6.16077959676727
"Bottom","yes","ssp585","temp",2028,6,2028-06-15,"Celsius",6.34259462868666,6.51544805552357,7.86021875779016,5.69150699026378,5.85829125982281,6.6143037620043,7.07715381317785
"Bottom","yes","ssp585","temp",2028,7,2028-07-16,"Celsius",6.8470383172635,6.88679258041724,9.04532531322209,6.08671203067886,6.21331833066128,7.77721253661843,7.85068398423889
"Bottom","yes","ssp585","temp",2028,8,2028-08-16,"Celsius",7.36563567858803,7.35930863551388,9.78265787859693,6.47390420035831,6.53878566663996,8.55414162207059,8.45480552806308
"Bottom","yes","ssp585","temp",2028,9,2028-09-15,"Celsius",7.88332620364315,8.12878008371347,9.8565403352955,6.71999202456754,6.95317576234622,8.65884083096752,8.84433538290859
"Bottom","yes","ssp585","temp",2028,10,2028-10-16,"Celsius",8.55829818711265,8.8943531424076,9.64661068060695,6.86299137979362,7.33243492685331,8.26432090819328,9.14585220330913
"Bottom","yes","ssp585","temp",2028,11,2028-11-15,"Celsius",7.66811731377418,8.07233458282697,7.81073164060163,6.4836299733176,6.92399394238577,6.6189294664918,7.84834294276347
"Bottom","yes","ssp585","temp",2028,12,2028-12-16,"Celsius",6.45213486343725,6.44244658877916,6.25381898525758,5.48637431519585,5.63622121422364,5.07690160084186,6.35984328030925
"Bottom","yes","ssp585","temp",2029,1,2029-01-16,"Celsius",4.56153070775465,4.98579202357435,5.30465351511358,4.15194961484212,4.54705438223638,4.35635227125108,5.01855565911831
"Bottom","yes","ssp585","temp",2029,2,2029-02-14,"Celsius",3.56035425137027,4.77951250471309,5.11898726121316,3.31284926209616,4.27872120841056,4.13883314726012,4.61330623815931
"Bottom","yes","ssp585","temp",2029,3,2029-03-16,"Celsius",3.753554554915,4.86687359566583,5.20209303053434,3.5058179543321,4.42687652005487,4.42308816807525,4.72647795061789
"Bottom","yes","ssp585","temp",2029,4,2029-04-15,"Celsius",4.36083791692419,4.94614817043088,5.41478950867312,4.13055370641182,4.70230304184134,4.77773772310869,5.00432158120639
"Bottom","yes","ssp585","temp",2029,5,2029-05-16,"Celsius",5.04159374246835,5.49014257971286,6.68637330020584,4.66964797945095,5.09605353145427,5.76409461551414,5.91256502459682
"Bottom","yes","ssp585","temp",2029,6,2029-06-15,"Celsius",5.96642801742971,6.15549589838512,8.23586466961737,5.28583547119039,5.47574437896172,7.02367214552471,7.04498377415861
"Bottom","yes","ssp585","temp",2029,7,2029-07-16,"Celsius",6.58195723826874,6.54589509590475,9.27631223383768,5.78307842787455,5.80148844695799,8.03117973354937,7.78778575647998
"Bottom","yes","ssp585","temp",2029,8,2029-08-16,"Celsius",7.12518290240713,7.10243943945908,9.99374548705558,6.17753691733952,6.21741304816349,8.7772570858007,8.41346163997199
"Bottom","yes","ssp585","temp",2029,9,2029-09-15,"Celsius",7.76052173211095,7.84758041100428,10.0262409784382,6.57769424230708,6.63934351046606,8.88909345074866,8.80816259059299
"Bottom","yes","ssp585","temp",2029,10,2029-10-16,"Celsius",8.18151654040628,8.27871539231644,9.41920877397919,6.55038798771467,6.76970871667701,8.02891608556732,8.76803805282917
"Bottom","yes","ssp585","temp",2029,11,2029-11-15,"Celsius",7.64464337994312,7.85297108557007,7.92570015946247,6.46227491066157,6.72103184921535,6.72109891345382,7.83121436859997
"Bottom","yes","ssp585","temp",2029,12,2029-12-16,"Celsius",6.88613630252381,7.10824894766407,6.54416295137363,5.84244344327483,6.15567675158741,5.24913357719043,6.79543801826279
"Bottom","yes","ssp585","temp",2030,1,2030-01-16,"Celsius",5.57244366066402,5.62817112536878,5.05256975665854,4.99684712177211,5.09752489573474,4.173808694817,5.35375771034343
"Bottom","yes","ssp585","temp",2030,2,2030-02-14,"Celsius",4.75007606349014,4.93848292967818,4.45822663761326,4.21628399434325,4.38086739110074,3.61930343342612,4.67234201761138
"Bottom","yes","ssp585","temp",2030,3,2030-03-16,"Celsius",3.91765174967978,4.5254658012367,4.43721594060034,3.63180981633118,4.16869983998194,3.67958125904434,4.32637616819941
"Bottom","yes","ssp585","temp",2030,4,2030-04-15,"Celsius",4.36627426107566,4.87209949833843,5.12088747233983,4.13576059267113,4.63435239322654,4.442703627205,4.8518628058892
"Bottom","yes","ssp585","temp",2030,5,2030-05-16,"Celsius",5.13121315647015,5.37762966709087,6.4537737412548,4.76236912108784,4.98268877815651,5.49214626014109,5.79880953083807
"Bottom","yes","ssp585","temp",2030,6,2030-06-15,"Celsius",5.93308830471778,5.99844650822348,7.82189095137825,5.24988073332536,5.30883676872517,6.57253519309213,6.80437886194211
"Bottom","yes","ssp585","temp",2030,7,2030-07-16,"Celsius",6.50808857401469,6.46123886630906,8.77680187427122,5.69846654706112,5.69921733387245,7.48197441266379,7.51870126339402
"Bottom","yes","ssp585","temp",2030,8,2030-08-16,"Celsius",7.01107298265094,6.95482601301161,9.3826524513581,6.03689205800051,6.03273184034132,8.13134372765777,8.06542352441311
"Bottom","yes","ssp585","temp",2030,9,2030-09-15,"Celsius",7.53940909490247,7.65395137975605,9.6354915703743,6.32148339337005,6.42324427279428,8.35891823621518,8.51835726864001
"Bottom","yes","ssp585","temp",2030,10,2030-10-16,"Celsius",8.18263370640888,8.21418510190465,9.25485290072736,6.55131486375808,6.71072454009001,7.85877606447368,8.67564955584313
"Bottom","yes","ssp585","temp",2030,11,2030-11-15,"Celsius",7.72691103376916,7.86248590838183,7.97656335645482,6.53711668684888,6.72983526627502,6.76629967587921,7.87845507954637
"Bottom","yes","ssp585","temp",2030,12,2030-12-16,"Celsius",6.83057681673723,6.66782726059272,6.2437642486042,5.79686060442024,5.81206204209995,5.07093713328759,6.51905852425465
"Bottom","yes","ssp585","temp",2031,1,2031-01-16,"Celsius",5.65190949924636,5.66620165927762,5.51968190552897,5.0632628192969,5.13011419926428,4.51206262586438,5.59632156670821
"Bottom","yes","ssp585","temp",2031,2,2031-02-14,"Celsius",5.14723033235306,5.61734890001532,5.27625464775952,4.51786958930821,4.81707159350777,4.26248621829622,5.34020980461804
"Bottom","yes","ssp585","temp",2031,3,2031-03-16,"Celsius",4.55876096655008,5.21921596225122,5.01598333614326,4.12404579936576,4.69332205509651,4.2421782605379,4.95443332029593
"Bottom","yes","ssp585","temp",2031,4,2031-04-15,"Celsius",4.73219710488754,5.29145611731158,5.54449853175469,4.48623851944062,5.01917434147915,4.9255997312147,5.259139369637
"Bottom","yes","ssp585","temp",2031,5,2031-05-16,"Celsius",5.30339853829632,5.74053106274083,6.81578323133953,4.94051383843431,5.34833771773636,5.91539678521497,6.11133805611574
"Bottom","yes","ssp585","temp",2031,6,2031-06-15,"Celsius",6.1011720155958,6.37353182474265,8.26114077960707,5.43114821502857,5.7074667395299,7.05121734157872,7.15418908966111
"Bottom","yes","ssp585","temp",2031,7,2031-07-16,"Celsius",6.74539081453328,6.77264366458235,9.46936906914553,5.97028124811573,6.0754178272288,8.24344328154951,7.98273729968354
"Bottom","yes","ssp585","temp",2031,8,2031-08-16,"Celsius",7.26900715631524,7.25657936473816,9.92358033536593,6.35480583492059,6.41025964931117,8.70309389606521,8.46365302325469
"Bottom","yes","ssp585","temp",2031,9,2031-09-15,"Celsius",7.71619336271752,7.91882696296939,9.86169914598579,6.52632942979491,6.7188580619109,8.66584039004046,8.74269791469229
"Bottom","yes","ssp585","temp",2031,10,2031-10-16,"Celsius",8.32760974861555,8.63849264673717,9.60213817588924,6.67159673778286,7.09856459151223,8.21828329030319,8.99200238341417
"Bottom","yes","ssp585","temp",2031,11,2031-11-15,"Celsius",7.96983332717583,8.59459732709315,8.80362584108502,6.75811163527044,7.4072080645469,7.50128797959025,8.52525057679157
"Bottom","yes","ssp585","temp",2031,12,2031-12-16,"Celsius",7.61638922455103,8.49567967563159,8.71809407052871,6.44156708159875,7.23814298910332,6.53870903524589,8.3656854550383
"Bottom","yes","ssp585","temp",2032,1,2032-01-16,"Celsius",6.55564740021419,7.36307818945999,6.92467400010849,5.81858591338561,6.58420959605338,5.52947161475763,6.95363526569193
"Bottom","yes","ssp585","temp",2032,2,2032-02-15,"Celsius",6.16787047785155,7.37652032537668,5.96824905432346,5.29290939035723,5.94742427286789,4.80657380943964,6.42417865196298
"Bottom","yes","ssp585","temp",2032,3,2032-03-16,"Celsius",5.71348342264825,6.5683927743382,5.5483981925313,5.0106278798486,5.71358578621149,4.75971778342956,5.88399446909527
"Bottom","yes","ssp585","temp",2032,4,2032-04-15,"Celsius",5.36190539664844,6.11865327948533,5.71380582341382,5.08936800506349,5.77825052898798,5.11860184885431,5.73763666076698
"Bottom","yes","ssp585","temp",2032,5,2032-05-16,"Celsius",5.92111224337249,6.44211265262098,6.95635087488494,5.57960661288902,6.05523101559476,6.079744214132,6.53771744074624
"Bottom","yes","ssp585","temp",2032,6,2032-06-15,"Celsius",6.67491145712886,6.99039452985949,8.4083026535923,6.04988933620705,6.36305081947532,7.21159022618203,7.54774170702966
"Bottom","yes","ssp585","temp",2032,7,2032-07-16,"Celsius",7.09493247685149,7.18326972868848,9.38731815671526,6.37065910481663,6.57148509644965,8.15322934138352,8.154976348165
"Bottom","yes","ssp585","temp",2032,8,2032-08-16,"Celsius",7.51449300746892,7.55982517133253,9.94148854342495,6.65737657617599,6.78965468929273,8.72202252088995,8.62297066527588
"Bottom","yes","ssp585","temp",2032,9,2032-09-15,"Celsius",7.99184497827063,8.1987269330046,9.91271859764265,6.84573647646288,7.03123978359301,8.7350644199925,8.91817382577406
"Bottom","yes","ssp585","temp",2032,10,2032-10-16,"Celsius",8.57044192108957,8.90536863809024,9.64668926032718,6.87306663814783,7.34250368585613,8.26440225335602,9.152226663563
"Bottom","yes","ssp585","temp",2032,11,2032-11-15,"Celsius",7.7161702350079,8.17453260222318,8.14628058695719,6.52734540470361,7.01855080437012,6.91712283818629,8.0416829430138
"Bottom","yes","ssp585","temp",2032,12,2032-12-16,"Celsius",6.75008462205573,6.78486558618574,6.59042983289226,5.73082214694939,5.9033747349761,5.27657908105275,6.6879890564575
"Bottom","yes","ssp585","temp",2033,1,2033-01-16,"Celsius",5.72884338986804,6.00458009960679,5.85100118753595,5.12756237367259,5.42007903978361,4.75198370229467,5.86301151897094
"Bottom","yes","ssp585","temp",2033,2,2033-02-14,"Celsius",5.33306860199715,5.98803955280321,5.52341335254408,4.65898892129559,5.05525825715624,4.4568172461785,5.60670729926921
"Bottom","yes","ssp585","temp",2033,3,2033-03-16,"Celsius",5.12048118052851,5.431200737092,5.12685575603867,4.55532785621694,4.85362749125656,4.34995297532289,5.21241413172739
"Bottom","yes","ssp585","temp",2033,4,2033-04-15,"Celsius",5.05499669250293,5.18944487449069,5.38382660822263,4.79541334179101,4.92556388338711,4.7424415152688,5.24195659710131
"Bottom","yes","ssp585","temp",2033,5,2033-05-16,"Celsius",5.41870804511483,5.57631967184049,6.52417328922663,5.05981420691902,5.18288307449338,5.57445527816453,5.96286057100419
"Bottom","yes","ssp585","temp",2033,6,2033-06-15,"Celsius",6.14013928075766,6.21876314853531,8.03027434269509,5.47317190660377,5.54298300700057,6.7996255709454,7.01583334149806
"Bottom","yes","ssp585","temp",2033,7,2033-07-16,"Celsius",6.62884632040066,6.60031228883266,9.16524733127008,5.83678690451834,5.867228522063,7.90906527829221,7.76553600731744
"Bottom","yes","ssp585","temp",2033,8,2033-08-16,"Celsius",7.03355758450554,7.09295825712259,9.66007907223451,6.06460519347454,6.20555100927159,8.42457822692514,8.2361284453946
"Bottom","yes","ssp585","temp",2033,9,2033-09-15,"Celsius",7.42303767883396,7.70379268642198,9.63502653608811,6.18663981464323,6.47886954915723,8.35828727005795,8.50194147514777
"Bottom","yes","ssp585","temp",2033,10,2033-10-16,"Celsius",8.14693210058499,8.44164891003259,9.46663274016717,6.52169441068991,6.91863876672921,8.0780090352011,8.82708096193472
"Bottom","yes","ssp585","temp",2033,11,2033-11-15,"Celsius",7.63374556277294,8.21528134215518,8.69919718998995,6.45236078335091,7.05625283617612,7.40848503113888,8.28133824925094
"Bottom","yes","ssp585","temp",2033,12,2033-12-16,"Celsius",6.96895062480026,7.29008850295091,7.47745986152649,5.91038705099071,6.29754702682,5.80276509743836,7.29052058338464
"Bottom","yes","ssp585","temp",2034,1,2034-01-16,"Celsius",5.91655230434732,6.09711453195551,5.95130918064271,5.28444511359164,5.49937407965802,4.82462059060058,5.98399179903024
"Bottom","yes","ssp585","temp",2034,2,2034-02-14,"Celsius",4.48108749089599,4.67796089304756,4.71005477641051,4.01202311874737,4.21346938889792,3.81730585096107,4.64086365853692
